question1,question1_senti,question2,question2_senti,diff_senti,Corelation_API,Corelation_tfidf,is_duplicate
"What, if anything, is too serious to be joked about?",0.189133402,"What, if anything, is too serious to be joked about in life?",0.217057476,0.027924074,0.994602506,0.939588778,1
Re-entry permit expired but Green Card is still valid. Can I go back to study in the USA?,0.131460975,"If I already have a valid V-1 category visitor visa (multiple-entry) to Canada, do I still need another TRV along with a study permit?",0.82723768,0.695776704,0.709600919,0.377770586,0
Is there any way to recover registration number of ICAI?,0.812881641,"I flunked CPT june 2016, but I want to give it again in december . Do I need to register again?",0.032613355,0.780268286,0.464359364,0,0
"Does Research Publications in high impact factor, peer reviewed International Journals, help you in securing Admissions in Top Graduate schools?",0.992302378,What would happen if your entire city suddenly decided to listen to you?,0.5,0.492302378,0.47292713,0,0
I want to do Masters in Mechanical Engineering. How much difficult it would for someone from other engineering major ?,0.040446071,Will it be difficult to learn coding for mechanical engineers?,0.135924852,0.095478781,0.81831843,0.547993983,0
How much do dental implants cost in India?,0.286344072,"What is the price for dental implants in Delhi, India?",0.5,0.213655928,0.78131612,0.7203779,1
What effect will the presence of a conductor between two point charges have on the Coulomb force between them?,0.206962486,How does the presence of a dielectric between two point charges affect the Coulomb force between them?,0.241264325,0.034301838,0.940817739,0.71045956,0
Which wood glue would be best for repairing a cricket bat?,0.93392306,Which glue is best for repairing a cricket bat?,0.942450246,0.008527186,0.937760999,0.893646391,1
What are some things new employees should know going into their first day at Glu Mobile?,0.5,What are some things new employees should know going into their first day at T-Mobile?,0.740557548,0.240557548,0.956922878,0.785778815,0
What are the pros and cons of flat feet in babies?,0.5,What are the pros and cons of flat feet?,0.5,0,0.938038573,0.896586656,0
What is the term Padfoot in harry Potter?,0.5,What does Padfoot mean in Harry Potter?,0.5,0,0.912547871,0.896322543,1
Do you wake up at the same time every day (even weekends)?,0.5,Why is it so hard to wake up in the morning?,0.051339059,0.448660941,0.758602342,0.303386552,0
What are some of the most technical questions asked in an interview?,0.737807655,What are the questions asked by an interviewer in technical interview?,0.5,0.237807655,0.949331528,0.94477362,1
"What's the difference between amps, watts and volts?",0.5,How many volts can a 30 amp ESC handle?,0.5,0,0.594727496,0.46327233,0
"How often should I massage my face with Argan oil? Apparently, Argan oil is extremely beneficial for acne scars, healthy/radiant skins and etc. How often should I massage it onto my face before going to bed? Could I maybe use Argan oil one night and then the Liz Earle repair moisturiser the next to achieve a healthy, young and radiant skin? Plz help with answering :).",0.996756942,Which one should I use: olive oil or coconut oil for acne?,0.5,0.496756942,0.631854657,0.260585473,0
Do government engineering colleges follow the 75% attendance rule strictly?,0.5,Can I get MITS gwalior with 95 in JEE and 89% in cbse 12?,0.5,0,0.344535092,0,0
"What are some of the best ""You know you are in Kolkata when.."" statements?",0.949190764,"What are some of the best ""you know you are in Lucknow when"" statements?",0.954869417,0.005678653,0.986260614,0.557937019,0
How I will become a Bollywood writer?,0.5,How can someone become a Bollywood lyrics writer?,0.5,0,0.923781478,0.713699922,0
What makes great movies incredibly engaging?,0.996038518,What are the best movies with a plot twist?,0.934447077,0.061591441,0.51530101,0.115706716,0
"What is the word for ""luck"" in Japanese?",0.752208066,What does Mr. Moon say in Japanese in Sing (movie)?,0.5,0.252208066,0.800928774,0.194747712,0
How reliable is purchasing jewellery from Bluestone?,0.904277707,How do I post gold jewellery from France to the U.K.?,0.950442728,0.046165021,0.652114908,0.340792719,0
Whose questions do you follow the most on a regular basis?,0.5,What do you think is the most important and empowering single question a person could ask himself regularly in order to have an extraordinary life?,0.967653855,0.467653855,0.779244878,0.224684804,0
"Why is the U.S. navy traveling over 10,000 miles to threaten Iran's small navy?",0.019799621,What was the investigation outcome of Iran’s seizure of U.S. Navy patrol boats near Farsi Island in January 2016?,0.5,0.480200379,0.628957648,0.250951429,0
Can American political parties expel members?,0.254617737,"I hate both US political parties, but I find one to be the lesser of two evils. Does this make me a moderate or a grudging party member?",0.015666335,0.238951402,0.752231996,0.407285395,0
How do I start a plant nursery?,0.5,How do I get start plant nursery?,0.5,0,0.965002941,0.965448793,1
How do I avoid vomiting during travel in hilly areas?,0.025855708,Why do people vomit while travelling in buses?,0.055577032,0.029721323,0.698420905,0.407195065,0
Is there an issue with air around planet earth?,0.293563771,Is there an issue with light around planet earth?,0.283908724,0.009655047,0.955151015,0.801651873,0
How was Thich Quang Duc able to burn himself to death without moving a muscle?,0.010925732,Are there any books written on the life of the monk Thich Quang Duc before he killed himself?,0.173666509,0.162740777,0.748904469,0.625687298,0
What is the best quote you’ve heard?,0.944358669,What is a good quote you have heard today?,0.828405779,0.11595289,0.935036097,0.669757283,0
How can I switch my career from as a software engineer to network engineer?,0.5,How can I switch a career from an assistant professor to a software engineer?,0.5,0,0.918985236,0.666524617,0
How much does it cost to develop an Android app in India?,0.5,How much will it cost to build an Android app in India?,0.292416349,0.207583651,0.968737992,0.768202219,1
Can Brahmins eat eggs?,0.5,Why do Brahmins not eat non-vegetarian food?,0.079552911,0.420447089,0.822742105,0.515810677,0
Why is no one building a Skylon?,0.157056898,How can one build plants in space?,0.5,0.342943102,0.602066729,0.301505231,0
How do I stop my Yorkie/Corgi mix from chewing my shoes?,0.14865025,How do I prevent my dog from chewing cushions?,0.781446124,0.632795874,0.75440712,0.208837243,1
"If I block a person on WhatsApp and later unblock them, will I receive the messages that were sent to me while the sender was blocked?",0.19900908,Where can I find my blocked contacts messages they sent me?,0.155288051,0.043721029,0.87299443,0.487593783,0
What is a PAN card?,0.5,What is the fastest way to get a PAN card?,0.5,0,0.808631191,0.720799234,0
Are egg eaters vegetarians?,0.5,Are eggs and milk considered vegetarian or non-vegetarian food?,0.5,0,0.731277121,0.55600605,0
How can I build traffic for my website?,0.5,How can I increase traffic on my blog?,0.762472863,0.262472863,0.882395809,0.414622112,1
How can i learn java programming language?,0.5,What is Java programming? How To Learn Java Programming Language ?,0.745829932,0.245829932,0.984506782,0.925037982,0
How do I prepare for the 10th class ICSE board?,0.5,How Can I prepare for Class 10th Board Examinations ICSE?,0.5,0,0.925556942,0.881134152,1
Have you ever had sex with an inidna guy?,0.5,How will Bloodraven react if Aegon is a Blackfyre?,0.759536853,0.259536853,0.345656505,0,0
"Do Trump supporters believe his claims about his tax returns, or do they just not care?",0.829479865,"Do Donald Trump supporters actually not care about his tax returns, or do they just tolerate them and look at the bigger picture?",0.932686607,0.103206741,0.947782304,0.56475518,1
Why steel stronger than iron?,0.957047492,Which metal alloys are stronger than steel?,0.889643575,0.067403917,0.808980206,0.567753017,0
"How IT system works in a mall, market places?",0.5,What is meant by institutional framework of public policy?,0.5,0,0.69936482,0,0
Why is ranch dressing so popular?,0.267765158,Is ranch dressing good for you?,0.878878945,0.611113787,0.820311617,0.864132192,0
How I become a good teacher?,0.825911499,How do you become a good teacher?,0.852931534,0.027020035,0.932715593,1,1
Is there a difference between a Libertarian and a Socially-Liberal Republican?,0.843083456,What is the difference between a libertarian and an authoritarian?,0.88072592,0.037642464,0.8884883,0.436834702,0
How do I tell if somebody is intelligent?,0.5,Could small talk be used to test someone's intelligence?,0.150737509,0.349262491,0.82673077,0.265389654,0
How can I get rid of little black spiders in my house?,0.269780926,How can I get rid of white spiders in my house?,0.235557581,0.034223345,0.976830465,0.742545,0
Are Secret Service agents that protect politicians chosen for duty by their political affiliation?,0.845229962,Can a Secret Service agent's political views interfere with their duty?,0.5,0.345229962,0.889156883,0.567534256,1
"People with high IQ often find other people generally ""stupid"" or slow. Can I get few specific examples from daily life?",0.5,"If stupid people join quora, will that make Quora stupid?",0.232820151,0.267179849,0.703282319,0.32363771,0
Why don't we connect the direct DC power that we get from the solar photo-voltaic to the HVDC transmission?,0.196400205,"Since India has its own one nation one grid concept, why can't we load all of the HVAC lines with a HVDC supply so that transmission losses will lessen considerably?",0.054729217,0.141670988,0.750573962,0.267183865,0
Why didn't Google create the same set of features to follow Paralympics - as they did with the Olympics?,0.256373278,What are the major functions of the liver?,0.5,0.243626722,0.366675802,0,0
What disorders are more common in adult women than men?,0.5,Dear respected experts: What are the common symptoms of prostrate disorder in men. And what is the first thing men should do to cure it.?,0.913707071,0.413707071,0.781646423,0.40181991,0
"What is the meaning of automatic route, FIPB route, etc. of FDI? What are the pro and cons of each entry gate within the Indian economy? What is the rationale behind choosing one over the other?",0.5,What are the diffences between FDI and FII?,0.5,0,0.617246444,0.149748331,0
Does critical thinking help to burn calories?,0.030890635,Does thinking burns calories?,0.5,0.469109365,0.898376381,0.776704635,1
What are some ways to delete my Yahoo Mail account?,0.5,What are some ways to delete my Yahoo Mail account permanently?,0.5,0,0.977346939,0.888633123,1
How much bigger can a male bicep muscles get than a female's?,0.5,How much bigger can a male's bicep muscles get than a female's?,0.5,0,1,1,1
What is the formula of [math](a+b)^3[/math]?,0.5,How can I be great at math?,0.977172968,0.477172968,0.584706523,0.588760691,0
How can a company make profit but still be cash flow negative?,0.859247168,How does change in working capital affect a company's cash flow?,0.5,0.359247168,0.880584275,0.499605391,0
Will an MBA help my career?,0.939630464,How will an MBA help me?,0.934783176,0.004847288,0.878704038,0.844785959,0
